word,ipa,source,original_ipa
con,ˈkɑːn,,
con,ˈkɑːn,,
conditioner,kˈənˈdɪʃənɜːr,,
conditioner,kˈənˈdɪʃənɜːr,,
conduction,kˈənˈdʌkʃən,,
configuration,kˈənˌfɪgjɜːrˈeɪʃən,,
confrontation,ˌkɑːnfrənˈteɪʃən,,
conglomerate,kˈənˈglɑːmɜːrət,,
congratulation,kˈənˌgrætʃəˈleɪʃən,,
congressman,ˈkɑːŋgrəsmən,,
connector,kˈəˈnɛktɜːr,,
connotation,ˌkɑːnəˈteɪʃən,,
consistency,kˈənˈsɪstənsi,,
consolidation,kˈənˌsɑːləˈdeɪʃən,,
consortium,"kˈənˈsɔrʃiːəm, kənˈsɔrʃjəm",,
conspiracy,kˈənˈspɪrəsi,,
constituency,kˈənˈstɪtʃuːənsi,,
constituency,kˈənˈstɪtʃuːənsi,,
constituent,kˈənˈstɪtʃuːənt,,
constituent,kˈənˈstɪtʃuːənt,,
constraint,kˈənˈstreɪnt,,
consultancy,kˈənˈsʌltənsi,,
consultation,ˌkɑːnsəlˈteɪʃən,,
contingency,kˈənˈtɪndʒənsi,,
contingent,kˈənˈtɪndʒənt,,
continuity,ˌkɑːntəˈnuːəti,,
contour,ˈkɑːnˌtʊr,,
contour,ˈkɑːnˌtʊr,,
contractor,ˈkɑːnˌtræktɜːr,,
contributor,kˈənˈtrɪbjətɜːr,,
controller,kˈənˈtroʊlɜːr,,
convergence,kˈənˈvɜːrːdʒəns,,
convertible,kˈənˈvɜːrːtəbəl,,
convict,"ˈkɑːnvɪkt, kənˈvɪkt",,
conviction,kˈənˈvɪkʃən,,
conviction,kˈənˈvɪkʃən,,
cooperative,kˈoʊˈɑːpɜːrˌeɪtɪv,,
coordination,kˈoʊˌɔrdəˈneɪʃən,,
coordinator,kˈoʊˈɔrdəˌneɪtɜːr,,
copier,ˈkɑːpiːɜːr,,
cord,ˈkɔrd,,
corpus,ˈkɔrpəs,,
corpus,ˈkɔrpəs,,
correlation,ˌkɔrəˈleɪʃən,,
cortex,ˈkɔrtɛks,,
counsel,ˈkaʊnsəl,,
counsel,ˈkaʊnsəl,,
counterpart,ˈkaʊntɜːrˌpɑːrt,,
counterparty,ˈkaʊntɜːrˌpɑːrti,,
coup,ˈkuː,,
coupon,"ˈkuːˌpɔn, ˈkjuːˌpɔn",,
courier,ˈkɜːrːiːɜːr,,
covariance,,,
covenant,ˈkʌvənənt,,
coverage,"ˈkʌvɜːrədʒ, ˈkʌvɜːrɪdʒ, ˈkʌvrɪdʒ",,
coverage,"ˈkʌvɜːrədʒ, ˈkʌvɜːrɪdʒ, ˈkʌvrɪdʒ",,
coworker,ˈkoʊˈwɜːrːkɜːr,,
credential,"krˈɪˈdɛnʃəl, krəˈdɛnʃəl",,
credibility,ˌkrɛdəˈbɪlɪti,,
creditor,"ˈkrɛdətɜːr, ˈkrɛdɪtɜːr",,
criteria,krˈaɪˈtɪriːə,,
critique,"krˈəˈtiːk, krɪˈtiːk",,
crunch,ˈkrʌntʃ,,
crunch,ˈkrʌntʃ,,
crystal,ˈkrɪstəl,,
crystal,ˈkrɪstəl,,
cue,ˈkjuː,,
cue,ˈkjuː,,
curb,ˈkɜːrːb,,
cylinder,"ˈsɪləndɜːr, ˈsɪlɪndɜːr",,
dare,ˈdɛr,,
debenture,dˈəˈbɛntʃɜːr,,
debtor,ˈdɛtɜːr,,
decimal,ˈdɛsəməl,,
decree,dˈɪˈkriː,,
deductible,dˈɪˈdʌktəbəl,,
default,dˈɪˈfɔlt,,
default,dˈɪˈfɔlt,,
defect,"ˈdiːfɛkt, dɪˈfɛkt",,
defendant,dˈɪˈfɛndənt,,
defensive,dˈɪˈfɛnsɪv,,
deflation,dˈɪˈfleɪʃən,,
deflection,dˈɪˈflɛkʃən,,
delegation,ˌdɛləˈgeɪʃən,,
delegation,ˌdɛləˈgeɪʃən,,
deliverable,"dˈɪˈlɪvɜːrəbəl, dɪˈlɪvrəbəl",,
delta,ˈdɛltə,,
delta,ˈdɛltə,,
demise,dˈɪˈmaɪz,,
demographic,ˌdɛməˈgræfɪk,,
demonstrator,ˈdɛmənˌstreɪtɜːr,,
demonstrator,ˈdɛmənˌstreɪtɜːr,,
denominator,dˈɪˈnɑːməˌneɪtɜːr,,
density,"ˈdɛnsəti, ˈdɛnsɪti",,
dent,ˈdɛnt,,
dependence,dˈɪˈpɛndəns,,
dependency,dˈɪˈpɛndənsi,,
dependency,dˈɪˈpɛndənsi,,
deployment,dˈɪˈplɔɪmənt,,
depositor,dˈəˈpɑːzɪtɜːr,,
depreciation,dˈɪˌpriːʃiːˈeɪʃən,,
deregulation,dˈiːˌrɛgjəˈleɪʃən,,
derivative,"dˈɜːrˈɪvətɪv, dɜːrˈɪvɪtɪv",,
derivative,"dˈɜːrˈɪvətɪv, dɜːrˈɪvɪtɪv",,
descendant,dˈɪˈsɛndənt,,
descriptor,,,
detection,dˈɪˈtɛkʃən,,
determinant,dˈɪˈtɜːrːmənənt,,
determinant,dˈɪˈtɜːrːmənənt,,
devaluation,"dˈɪˌvæljuːˈeɪʃən, ˌdiːvæljuːˈeɪʃən",,
developer,dˈɪˈvɛləpɜːr,,
deviation,ˌdiːviːˈeɪʃən,,
diagnosis,ˌdaɪəgˈnoʊsəs,,
dialect,ˈdaɪəˌlɛkt,,
dictatorship,dˈɪkˈteɪtɜːrˌʃɪp,,
differentiation,"dˈɪfɜːrˌɛnʃiːˈeɪʃən, ˌdɪfɜːrˌɛntʃiːˈeɪʃən",,
differentiation,"dˈɪfɜːrˌɛnʃiːˈeɪʃən, ˌdɪfɜːrˌɛntʃiːˈeɪʃən",,
diffusion,dˈɪˈfjuːʒən,,
digit,"ˈdɪdʒət, ˈdɪdʒɪt",,
digit,"ˈdɪdʒət, ˈdɪdʒɪt",,
diner,ˈdaɪnɜːr,,
diner,ˈdaɪnɜːr,,
dip,ˈdɪp,,
dip,ˈdɪp,,
dip,ˈdɪp,,
diplomacy,dˈɪˈploʊməsi,,
diplomacy,dˈɪˈploʊməsi,,
directive,"dˈɜːrˈɛktɪv, diːˈrɛktɪv, daɪˈrɛktɪv, dɪˈrɛktɪv",,
directory,"dˈɜːrˈɛktɜːri, daɪˈrɛktɜːri, diːˈrɛktɜːri, dɪˈrɛktɜːri",,
directory,"dˈɜːrˈɛktɜːri, daɪˈrɛktɜːri, diːˈrɛktɜːri, dɪˈrɛktɜːri",,
disclosure,dˈɪsˈkloʊʒɜːr,,
discourse,ˈdɪskɔrs,,
discretion,dˈɪˈskrɛʃən,,
discretion,dˈɪˈskrɛʃən,,
dismissal,dˈɪˈsmɪsəl,,
dismissal,dˈɪˈsmɪsəl,,
dispatch,dˈɪˈspætʃ,,
dispatch,dˈɪˈspætʃ,,
displacement,dˈɪˈspleɪsmənt,,
disruption,dˈɪsˈrʌpʃən,,
dissection,"dˈaɪˈsɛkʃən, ˈdaɪsɛkʃən",,
dissection,"dˈaɪˈsɛkʃən, ˈdaɪsɛkʃən",,
dissent,dˈɪˈsɛnt,,
dissertation,ˌdɪsɜːrˈteɪʃən,,
dissolution,ˌdɪsəˈluːʃən,,
distractor,,,
distractor,,,
distress,dˈɪˈstrɛs,,
distress,dˈɪˈstrɛs,,
diversification,"dˈaɪˌvɜːrːsəfəˈkeɪʃən, dɪˌvɜːrːsəfəˈkeɪʃən",,
diversity,"dˈɪˈvɜːrːsɪti, daɪˈvɜːrːsɪti",,
dividend,ˈdɪvɪˌdɛnd,,
dividend,ˈdɪvɪˌdɛnd,,
doctrine,"ˈdɑːktrən, ˈdɔktɜːrɪn",,
documentation,"ˌdɑːkjəmɛnˈteɪʃən, ˌdɑːkjuːmɛnˈteɪʃən",,
domain,dˈoʊˈmeɪn,,
domain,dˈoʊˈmeɪn,,
dominance,ˈdɑːmənəns,,
domination,ˌdɑːməˈneɪʃən,,
donor,ˈdoʊnɜːr,,
downgrade,ˈdaʊnˈgreɪd,,
downside,ˈdaʊnˌsaɪd,,
downtown,ˈdaʊnˈtaʊn,,
downturn,ˈdaʊnˌtɜːrːn,,
drawback,ˈdrɔˌbæk,,
duration,ˈdʊˈreɪʃən,,
e-book,,,
echo,ˈɛkoʊ,,
echo,ˈɛkoʊ,,
elasticity,ˌiːˌlæˈstɪsəti,,
electorate,"ˈɪˈlɛktɜːrət, ɪˈlɛktrɪt",,
elevation,ˌɛləˈveɪʃən,,
elevation,ˌɛləˈveɪʃən,,
elimination,ˈɪˌlɪməˈneɪʃən,,
emission,ˈɪˈmɪʃən,,
empowerment,ˈɪmˈpaʊɜːrmənt,,
endorsement,ˈɛnˈdɔrsmənt,,
endorsement,ˈɛnˈdɔrsmənt,,
endowment,ˈɛnˈdaʊmənt,,
endowment,ˈɛnˈdaʊmənt,,
enforcement,ˈɛnˈfɔrsmənt,,
enhancement,ˈɛnˈhænsmənt,,
enlargement,ˌɛnˈlɑːrdʒmənt,,
entity,"ˈɛntəti, ˈɛntɪti",,
entrant,ˈɛntrənt,,
enzyme,ˈɛnˌzaɪm,,
epidemiology,ˌɛpəˌdɛmiːˈɑːlədʒi,,
equilibrium,ˌiːkwəˈlɪbriːəm,,
equivalence,ˈɪˈkwɪvələns,,
escort,"ˈɛˈskɔrt, ˈɛskɔrt",,
estimation,ˌɛstəˈmeɪʃən,,
estimation,ˌɛstəˈmeɪʃən,,
ethanol,ˈɛθəˌnɔl,,
ethics,ˈɛθɪks,,
exemption,ˈɪgˈzɛmpʃən,,
expectancy,ˈɪkˈspɛktənsi,,
expenditure,"ˈɪkˈspɛndətʃɜːr, ɪkˈspɛndɪtʃɜːr",,
expertise,ˌɛkspɜːrˈtiːz,,
expiration,ˌɛkspɜːrˈeɪʃən,,
expiration,ˌɛkspɜːrˈeɪʃən,,
exporter,ˈɪkˈspɔrtɜːr,,
exposure,ˈɪkˈspoʊʒɜːr,,
exposure,ˈɪkˈspoʊʒɜːr,,
exposure,ˈɪkˈspoʊʒɜːr,,
externality,,,
extremist,ˈɪkˈstriːmɪst,,
facet,ˈfæsət,,
faction,ˈfækʃən,,
fairness,ˈfɛrnəs,,
fatigue,fˈəˈtiːg,,
fertility,"fˈɜːrˈtɪləti, fɜːrˈtɪlɪti",,
fiduciary,fˈəˈduːʃiːˌɛri,,
fin,ˈfɪn,,
flotation,flˈoʊˈteɪʃən,,
fluctuation,ˌfləktʃuːˈeɪʃən,,
fluid,"ˈfluːəd, ˈfluːɪd",,
flux,ˈflʌks,,
flyer,ˈflaɪɜːr,,
forecaster,ˈfɔrˌkæstɜːr,,
formulation,"ˌfɔrmjəˈleɪʃən, ˌfɔrmjuːˈleɪʃən",,
forum,ˈfɔrəm,,
fossil,ˈfɑːsəl,,
founder,ˈfaʊndɜːr,,
fraction,ˈfrækʃən,,
fraction,ˈfrækʃən,,
fracture,"ˈfræktʃɜːr, ˈfrækʃɜːr",,
framework,ˈfreɪmˌwɜːrːk,,
franc,ˈfræŋk,,
franchise,ˈfrænˌtʃaɪz,,
franchise,ˈfrænˌtʃaɪz,,
freight,ˈfreɪt,,
friction,ˈfrɪkʃən,,
friction,ˈfrɪkʃən,,
fringe,ˈfrɪndʒ,,
fringe,ˈfrɪndʒ,,
fungus,ˈfʌŋgəs,,
fusion,ˈfjuːʒən,,
gamble,ˈgæmbəl,,
gasoline,ˈgæsəˌliːn,,
gauge,ˈgeɪdʒ,,
gay,ˈgeɪ,,
generator,ˈdʒɛnɜːrˌeɪtɜːr,,
genocide,ˈdʒɛnəˌsaɪd,,
globalization,ˌgloʊbəlɪˈzeɪʃən,,
goodness,"ˈgʊdnəs, ˈgʊdnɪs",,
governance,ˈgʌvɜːrnəns,,
gradient,ˈgreɪdiːənt,,
graphic,ˈgræfɪk,,
gravity,"ˈgrævəti, ˈgrævɪti",,
gravity,"ˈgrævəti, ˈgrævɪti",,
grid,ˈgrɪd,,
grid,ˈgrɪd,,
grocery,"ˈgroʊsɜːri, ˈgroʊsri",,
grocery,"ˈgroʊsɜːri, ˈgroʊsri",,
gut,ˈgʌt,,
gut,ˈgʌt,,
halt,ˈhɔlt,,
handful,ˈhændˌfʊl,,
handset,ˈhændˌsɛt,,
haul,ˈhɔl,,
hawk,ˈhɔk,,
headquarter,"ˈhɛdˌkwɔrtɜːr, ˈhɛdˌkɔrtɜːr",,
healthcare,ˈhɛlθˌkɛr,,
heir,ˈɛr,,
helix,ˈhiːlɪks,,
hepatitis,ˌhɛpəˈtaɪtəs,,
herbicide,"ˈhɜːrːbɪˌsaɪd, ˈɜːrːbɪˌsaɪd",,
hierarchy,"ˈhaɪɜːrˌɑːrki, ˈhaɪˌrɑːrki",,
histogram,ˈhɪstəˌgræm,,
homeowner,ˈhoʊˌmoʊnɜːr,,
hormone,ˈhɔrˌmoʊn,,
hostility,hˈɑːˈstɪləti,,
hub,ˈhʌb,,
hurdle,ˈhɜːrːdəl,,
hybrid,"ˈhaɪbrəd, ˈhaɪbrɪd",,
hydrogen,ˈhaɪdrədʒən,,
hypothesis,hˈaɪˈpɑːθəsəs,,
illusion,ˌɪˈluːʒən,,
imbalance,ˈɪmˈbæləns,,
impairment,ˌɪmˈpɛrmənt,,
implementation,ˌɪmpləmɛnˈteɪʃən,,
importer,ˌɪmˈpɔrtɜːr,,
inability,ˌɪnəˈbɪlɪti,,
incidence,"ˈɪnsədəns, ˈɪnsɪdəns",,
incline,"ˌɪnˈklaɪn, ˈɪnklaɪn",,
inclusion,ˌɪnˈkluːʒən,,
inconvenience,ˌɪnkənˈviːnjəns,,
incorporation,ˌɪnˌkɔrpɜːrˈeɪʃən,,
incumbent,ˌɪnˈkʌmbənt,,
indication,ˌɪndəˈkeɪʃən,,
indicator,ˈɪndəˌkeɪtɜːr,,
indifference,"ˌɪnˈdɪfɜːrəns, ˌɪnˈdɪfrəns",,
induction,ˌɪnˈdʌkʃən,,
induction,ˌɪnˈdʌkʃən,,
industrialization,ˌɪnˌdəstriːəlɪˈzeɪʃən,,
inefficiency,ˌɪnɪˈfɪʃənsi,,
inequality,"ˌɪnɪˈkwɑːləti, ˌɪnəˈkwɑːləti, ˈɪniːˈkwɑːləti",,
inexperience,ˌɪnɪkˈspɪriːəns,,
infinity,ˌɪnˈfɪnɪti,,
inflow,ˈɪnˌfloʊ,,
info,ˈɪnfoʊ,,
infrastructure,ˌɪnfrəˈstrʌktʃɜːr,,
inhibition,"ˌɪnhəˈbɪʃən, ˌɪnəˈbɪʃən",,
initiation,ˌɪˌnɪʃiːˈeɪʃən,,
insider,ˌɪnˈsaɪdɜːr,,
instability,ˌɪnstəˈbɪlɪti,,
installation,ˌɪnstəˈleɪʃən,,
installation,ˌɪnstəˈleɪʃən,,
installment,ˌɪnˈstɔlmənt,,
instant,ˈɪnstənt,,
insurer,ˌɪnˈʃʊrɜːr,,
insurgency,ˌɪnˈsɜːrːdʒənsi,,
insurgent,ˌɪnˈsɜːrːdʒənt,,
intangible,ˌɪnˈtændʒəbəl,,
integration,"ˌɪntəˈgreɪʃən, ˌɪnəˈgreɪʃən",,
integrity,ˌɪnˈtɛgrəti,,
integrity,ˌɪnˈtɛgrəti,,
intensity,ˌɪnˈtɛnsɪti,,
intent,ˌɪnˈtɛnt,,
intercept,"ˌɪntɜːrˈsɛpt, ˌɪnɜːrˈsɛpt",,
intercept,"ˌɪntɜːrˈsɛpt, ˌɪnɜːrˈsɛpt",,
interface,"ˈɪntɜːrˌfeɪs, ˈɪnɜːrˌfeɪs",,
interference,"ˌɪntɜːrˈfɪrəns, ˌɪnɜːrˈfɪrəns",,
interim,"ˈɪntɜːrəm, ˈɪntrəm, ˈɪnɜːrəm",,
intermediary,"ˌɪnɜːrˈmiːdiːɛri, ˌɪntɜːrˈmiːdiːɛri",,
intern,ˈɪntɜːrn,,
internship,ˈɪntɜːrnˌʃɪp,,
intervention,ˌɪntɜːrˈvɛnʃən,,
intrigue,"ˌɪnˈtriːg, ˈɪntriːg",,
inventory,ˌɪnvənˈtɔri,,
inversion,ˌɪnˈvɜːrːʒən,,
invoice,ˈɪnvɔɪs,,
ion,"ˈaɪˌɑːn, ˈaɪən",,
irrigation,ˌɪrəˈgeɪʃən,,
issuance,ˈɪʃuːəns,,
issuer,ˈɪʃuːɜːr,,
itinerary,ˈaɪˈtɪnɜːrˌɛri,,
jurisdiction,"ˌdʒʊrəsˈdɪkʃən, ˌdʒʊrɪsˈdɪkʃən",,
justification,ˌdʒəstəfəˈkeɪʃən,,
kidney,ˈkɪdni,,
lag,ˈlæg,,
layout,ˈleɪˌaʊt,,
ledger,ˈlɛdʒɜːr,,
legacy,ˈlɛgəsi,,
legitimacy,"lˈəˈdʒɪtəməsi, lɪˈdʒɪtəməsi",,
lender,ˈlɛndɜːr,,
lessee,lˈɛˈsiː,,
lessor,ˈlɛsɜːr,,
lever,"ˈlɛvɜːr, ˈliːvɜːr",,
leverage,"ˈlɛvɜːrɪdʒ, ˈlɛvrədʒ, ˈliːvɜːrɪdʒ",,
levy,"ˈlɛvi, ˈliːvi",,
liability,ˌlaɪəˈbɪlɪti,,
liability,ˌlaɪəˈbɪlɪti,,
liberalization,ˌlɪˌbɜːrːəlɪˈzeɪʃən,,
license,ˈlaɪsəns,,
likelihood,ˈlaɪkliːˌhʊd,,
linguistics,lˈɪŋˈgwɪstɪks,,
liquidation,ˌlɪkwɪˈdeɪʃən,,
liquidity,"lˈɪˈkwɪdəti, lɪˈkwɪdɪti",,
litigation,ˌlɪtəˈgeɪʃən,,
locus,ˈloʊkəs,,
login,,,
logistics,lˈəˈdʒɪstɪks,,
loop,ˈluːp,,
loser,ˈluːzɜːr,,
lounge,ˈlaʊndʒ,,
lump,ˈlʌmp,,
luncheon,ˈlʌntʃən,,
lure,ˈlʊr,,
lure,ˈlʊr,,
machinery,"mˈəˈʃiːnɜːri, məˈʃiːnri",,
machinery,"mˈəˈʃiːnɜːri, məˈʃiːnri",,
macro,ˈmækroʊ,,
macroeconomics,"ˌmækroʊɛkəˈnɑːmɪks, ˌmækroʊiːkəˈnɑːmɪks",,
magnitude,ˈmægnəˌtuːd,,
magnitude,ˈmægnəˌtuːd,,
mainland,"ˈmeɪnˌlænd, ˈmeɪnlənd",,
mainstream,ˈmeɪnˌstriːm,,
malfunction,mˈælˈfʌŋkʃən,,
mandate,ˈmænˌdeɪt,,
mandate,ˈmænˌdeɪt,,
maneuver,mˈəˈnuːvɜːr,,
maneuver,mˈəˈnuːvɜːr,,
maneuver,mˈəˈnuːvɜːr,,
manipulation,mˈəˌnɪpjəˈleɪʃən,,
manipulation,mˈəˌnɪpjəˈleɪʃən,,
manuscript,ˈmænjəˌskrɪpt,,
manuscript,ˈmænjəˌskrɪpt,,
marker,ˈmɑːrkɜːr,,
marker,ˈmɑːrkɜːr,,
marketer,ˈmɑːrkətɜːr,,
marketplace,"ˈmɑːrkətˌpleɪs, ˈmɑːrkɪtˌpleɪs",,
marketplace,"ˈmɑːrkətˌpleɪs, ˈmɑːrkɪtˌpleɪs",,
marrow,ˈmɛroʊ,,
matrix,ˈmeɪtrɪks,,
matrix,ˈmeɪtrɪks,,
maturity,"mˈəˈtʃʊrəti, mətˈjʊrɪti",,
maturity,"mˈəˈtʃʊrəti, mətˈjʊrɪti",,
maximization,ˌmæksɪmɪˈzeɪʃən,,
meantime,ˈmiːnˌtaɪm,,
mechanism,ˈmɛkəˌnɪzəm,,
mechanism,ˈmɛkəˌnɪzəm,,
median,ˈmiːdiːən,,
median,ˈmiːdiːən,,
membrane,ˈmɛmˌbreɪn,,
memo,ˈmɛˌmoʊ,,
