word,ipa,source,original_ipa
brokerage,"brˈoʊkɜːrɪdʒ, broʊkrɪdʒ",,
buffer,bˈʌfɜːr,,
buffet,"bˈʌfət, bəfeɪ",,
bulk,bˈʌlk,,
bulk,bˈʌlk,,
bully,bˈʊli,,
bundle,bˈʌndəl,,
bureaucrat,"bjˈʊrəkræt, bjʊroʊkræt",,
burst,bˈɜːrːst,,
businessperson,bˈɪznəspɜːrːsən,,
bust,bˈʌst,,
bust,bˈʌst,,
bust,bˈʌst,,
buyout,bˈaɪaʊt,,
calcium,kˈælsiːəm,,
calculus,kˈælkjələs,,
cancellation,kˈænsəleɪʃən,,
capillary,kˈæpəlɛri,,
capita,kˈæpɪtə,,
capitalism,kˈæpɪtəlɪzəm,,
capitalist,kˈæpətəlɪst,,
capitalization,kˈæpɪtəlɪzeɪʃən,,
capitalization,kˈæpɪtəlɪzeɪʃən,,
cargo,kˈɑːrgoʊ,,
carmaker,kˈɑːrmeɪkɜːr,,
carpenter,kˈɑːrpəntɜːr,,
carrier,"kˈæriːɜːr, kɛriːɜːr",,
carrier,"kˈæriːɜːr, kɛriːɜːr",,
carrier,"kˈæriːɜːr, kɛriːɜːr",,
cart,kˈɑːrt,,
cartel,kˈɑːrtɛl,,
cartridge,"kˈɑːrtrədʒ, kɑːrtrɪdʒ",,
cashier,kˈæʃɪr,,
casino,kˈəsiːnoʊ,,
casualty,"kˈæʒəwəlti, kæʒəlti",,
caterer,kˈeɪtɜːrɜːr,,
ceasefire,sˈiːsfaɪɜːr,,
cellphone,sˈɛlfoʊn,,
census,sˈɛnsəs,,
chamber,tʃˈeɪmbɜːr,,
chamber,tʃˈeɪmbɜːr,,
characterization,kˈɛrɪktɜːrɪzeɪʃən,,
charter,tʃˈɑːrtɜːr,,
charter,tʃˈɑːrtɜːr,,
chloride,klˈɔraɪd,,
chromosome,"krˈoʊməsoʊm, kroʊməzoʊm",,
circa,sˈɜːrːkə,,
circulation,sˈɜːrːkjəleɪʃən,,
circulation,sˈɜːrːkjəleɪʃən,,
citation,sˈaɪteɪʃən,,
citation,sˈaɪteɪʃən,,
civilian,sˈəvɪljən,,
clarity,"klˈɛrəti, klɛrɪti",,
clash,klˈæʃ,,
clay,klˈeɪ,,
cleric,klˈɛrɪk,,
closet,klˈɑːzət,,
clout,klˈaʊt,,
cluster,klˈʌstɜːr,,
coefficient,kˈoʊəfɪʃənt,,
collaboration,kˈəlæbɜːreɪʃən,,
collateral,kˈəlætɜːrəl,,
colony,kˈɑːləni,,
combat,"kˈɑːmbæt, kəmbæt",,
commentary,kˈɑːməntɛri,,
commentator,kˈɑːmənteɪtɜːr,,
commissioner,kˈəmɪʃənɜːr,,
commodity,kˈəmɑːdəti,,
communism,kˈɑːmjənɪzəm,,
communist,kˈɑːmjənəst,,
commute,kˈəmjuːt,,
commuter,kˈəmjuːtɜːr,,
competency,kˈɑːmpətɪnsi,,
competitiveness,kˈəmpɛtɪtɪvnɪs,,
compliance,kˈəmplaɪəns,,
complication,kˈɑːmpləkeɪʃən,,
complication,kˈɑːmpləkeɪʃən,,
computation,kˈɑːmpjəteɪʃən,,
con,kˈɑːn,,
con,kˈɑːn,,
conditioner,kˈəndɪʃənɜːr,,
conditioner,kˈəndɪʃənɜːr,,
conduction,kˈəndʌkʃən,,
configuration,kˈənfɪgjɜːreɪʃən,,
confrontation,kˈɑːnfrənteɪʃən,,
conglomerate,kˈənglɑːmɜːrət,,
congratulation,kˈəngrætʃəleɪʃən,,
congressman,kˈɑːŋgrəsmən,,
connector,kˈənɛktɜːr,,
connotation,kˈɑːnəteɪʃən,,
consistency,kˈənsɪstənsi,,
consolidation,kˈənsɑːlədeɪʃən,,
consortium,"kˈənsɔrʃiːəm, kənsɔrʃjəm",,
conspiracy,kˈənspɪrəsi,,
constituency,kˈənstɪtʃuːənsi,,
constituency,kˈənstɪtʃuːənsi,,
constituent,kˈənstɪtʃuːənt,,
constituent,kˈənstɪtʃuːənt,,
constraint,kˈənstreɪnt,,
consultancy,kˈənsʌltənsi,,
consultation,kˈɑːnsəlteɪʃən,,
contingency,kˈəntɪndʒənsi,,
contingent,kˈəntɪndʒənt,,
continuity,kˈɑːntənuːəti,,
contour,kˈɑːntʊr,,
contour,kˈɑːntʊr,,
contractor,kˈɑːntræktɜːr,,
contributor,kˈəntrɪbjətɜːr,,
controller,kˈəntroʊlɜːr,,
convergence,kˈənvɜːrːdʒəns,,
convertible,kˈənvɜːrːtəbəl,,
convict,"kˈɑːnvɪkt, kənvɪkt",,
conviction,kˈənvɪkʃən,,
conviction,kˈənvɪkʃən,,
cooperative,kˈoʊɑːpɜːreɪtɪv,,
coordination,kˈoʊɔrdəneɪʃən,,
coordinator,kˈoʊɔrdəneɪtɜːr,,
copier,kˈɑːpiːɜːr,,
cord,kˈɔrd,,
corpus,kˈɔrpəs,,
corpus,kˈɔrpəs,,
correlation,kˈɔrəleɪʃən,,
cortex,kˈɔrtɛks,,
counsel,kˈaʊnsəl,,
counsel,kˈaʊnsəl,,
counterpart,kˈaʊntɜːrpɑːrt,,
counterparty,kˈaʊntɜːrpɑːrti,,
coup,kˈuː,,
coupon,"kˈuːpɔn, kjuːpɔn",,
courier,kˈɜːrːiːɜːr,,
covenant,kˈʌvənənt,,
coverage,"kˈʌvɜːrədʒ, kʌvɜːrɪdʒ, kʌvrɪdʒ",,
coverage,"kˈʌvɜːrədʒ, kʌvɜːrɪdʒ, kʌvrɪdʒ",,
coworker,kˈoʊwɜːrːkɜːr,,
credential,"krˈɪdɛnʃəl, krədɛnʃəl",,
credibility,krˈɛdəbɪlɪti,,
creditor,"krˈɛdətɜːr, krɛdɪtɜːr",,
criteria,krˈaɪtɪriːə,,
critique,"krˈətiːk, krɪtiːk",,
crunch,krˈʌntʃ,,
crunch,krˈʌntʃ,,
crystal,krˈɪstəl,,
crystal,krˈɪstəl,,
cue,kjˈuː,,
cue,kjˈuː,,
curb,kˈɜːrːb,,
cylinder,"sˈɪləndɜːr, sɪlɪndɜːr",,
dare,dˈɛr,,
debenture,dˈəbɛntʃɜːr,,
debtor,dˈɛtɜːr,,
decimal,dˈɛsəməl,,
decree,dˈɪkriː,,
deductible,dˈɪdʌktəbəl,,
default,dˈɪfɔlt,,
default,dˈɪfɔlt,,
defect,"dˈiːfɛkt, dɪfɛkt",,
defendant,dˈɪfɛndənt,,
defensive,dˈɪfɛnsɪv,,
deflation,dˈɪfleɪʃən,,
deflection,dˈɪflɛkʃən,,
delegation,dˈɛləgeɪʃən,,
delegation,dˈɛləgeɪʃən,,
deliverable,"dˈɪlɪvɜːrəbəl, dɪlɪvrəbəl",,
delta,dˈɛltə,,
delta,dˈɛltə,,
demise,dˈɪmaɪz,,
demographic,dˈɛməgræfɪk,,
demonstrator,dˈɛmənstreɪtɜːr,,
demonstrator,dˈɛmənstreɪtɜːr,,
denominator,dˈɪnɑːməneɪtɜːr,,
density,"dˈɛnsəti, dɛnsɪti",,
dent,dˈɛnt,,
dependence,dˈɪpɛndəns,,
dependency,dˈɪpɛndənsi,,
dependency,dˈɪpɛndənsi,,
deployment,dˈɪplɔɪmənt,,
depositor,dˈəpɑːzɪtɜːr,,
depreciation,dˈɪpriːʃiːeɪʃən,,
deregulation,dˈiːrɛgjəleɪʃən,,
derivative,"dˈɜːrɪvətɪv, dɜːrɪvɪtɪv",,
derivative,"dˈɜːrɪvətɪv, dɜːrɪvɪtɪv",,
descendant,dˈɪsɛndənt,,
detection,dˈɪtɛkʃən,,
determinant,dˈɪtɜːrːmənənt,,
determinant,dˈɪtɜːrːmənənt,,
devaluation,"dˈɪvæljuːeɪʃən, diːvæljuːeɪʃən",,
developer,dˈɪvɛləpɜːr,,
deviation,dˈiːviːeɪʃən,,
diagnosis,dˈaɪəgnoʊsəs,,
dialect,dˈaɪəlɛkt,,
dictatorship,dˈɪkteɪtɜːrʃɪp,,
differentiation,"dˈɪfɜːrɛnʃiːeɪʃən, dɪfɜːrɛntʃiːeɪʃən",,
differentiation,"dˈɪfɜːrɛnʃiːeɪʃən, dɪfɜːrɛntʃiːeɪʃən",,
diffusion,dˈɪfjuːʒən,,
digit,"dˈɪdʒət, dɪdʒɪt",,
digit,"dˈɪdʒət, dɪdʒɪt",,
diner,dˈaɪnɜːr,,
diner,dˈaɪnɜːr,,
dip,dˈɪp,,
dip,dˈɪp,,
dip,dˈɪp,,
diplomacy,dˈɪploʊməsi,,
diplomacy,dˈɪploʊməsi,,
directive,"dˈɜːrɛktɪv, diːrɛktɪv, daɪrɛktɪv, dɪrɛktɪv",,
directory,"dˈɜːrɛktɜːri, daɪrɛktɜːri, diːrɛktɜːri, dɪrɛktɜːri",,
directory,"dˈɜːrɛktɜːri, daɪrɛktɜːri, diːrɛktɜːri, dɪrɛktɜːri",,
disclosure,dˈɪskloʊʒɜːr,,
discourse,dˈɪskɔrs,,
discretion,dˈɪskrɛʃən,,
discretion,dˈɪskrɛʃən,,
dismissal,dˈɪsmɪsəl,,
dismissal,dˈɪsmɪsəl,,
dispatch,dˈɪspætʃ,,
dispatch,dˈɪspætʃ,,
displacement,dˈɪspleɪsmənt,,
disruption,dˈɪsrʌpʃən,,
dissection,"dˈaɪsɛkʃən, daɪsɛkʃən",,
dissection,"dˈaɪsɛkʃən, daɪsɛkʃən",,
dissent,dˈɪsɛnt,,
dissertation,dˈɪsɜːrteɪʃən,,
dissolution,dˈɪsəluːʃən,,
distress,dˈɪstrɛs,,
distress,dˈɪstrɛs,,
diversification,"dˈaɪvɜːrːsəfəkeɪʃən, dɪvɜːrːsəfəkeɪʃən",,
diversity,"dˈɪvɜːrːsɪti, daɪvɜːrːsɪti",,
dividend,dˈɪvɪdɛnd,,
dividend,dˈɪvɪdɛnd,,
doctrine,"dˈɑːktrən, dɔktɜːrɪn",,
documentation,"dˈɑːkjəmɛnteɪʃən, dɑːkjuːmɛnteɪʃən",,
domain,dˈoʊmeɪn,,
domain,dˈoʊmeɪn,,
dominance,dˈɑːmənəns,,
domination,dˈɑːməneɪʃən,,
donor,dˈoʊnɜːr,,
downgrade,dˈaʊngreɪd,,
downside,dˈaʊnsaɪd,,
downtown,dˈaʊntaʊn,,
downturn,dˈaʊntɜːrːn,,
drawback,drˈɔbæk,,
duration,dˈʊreɪʃən,,
echo,ˈɛkoʊ,,
echo,ˈɛkoʊ,,
elasticity,ˈiːlæstɪsəti,,
electorate,"ˈɪlɛktɜːrət, ɪlɛktrɪt",,
elevation,ˈɛləveɪʃən,,
elevation,ˈɛləveɪʃən,,
elimination,ˈɪlɪməneɪʃən,,
emission,ˈɪmɪʃən,,
empowerment,ˈɪmpaʊɜːrmənt,,
endorsement,ˈɛndɔrsmənt,,
endorsement,ˈɛndɔrsmənt,,
endowment,ˈɛndaʊmənt,,
endowment,ˈɛndaʊmənt,,
enforcement,ˈɛnfɔrsmənt,,
enhancement,ˈɛnhænsmənt,,
enlargement,ˈɛnlɑːrdʒmənt,,
entity,"ˈɛntəti, ɛntɪti",,
entrant,ˈɛntrənt,,
enzyme,ˈɛnzaɪm,,
epidemiology,ˈɛpədɛmiːɑːlədʒi,,
equilibrium,ˈiːkwəlɪbriːəm,,
equivalence,ˈɪkwɪvələns,,
escort,"ˈɛskɔrt, ɛskɔrt",,
estimation,ˈɛstəmeɪʃən,,
estimation,ˈɛstəmeɪʃən,,
ethanol,ˈɛθənɔl,,
ethics,ˈɛθɪks,,
exemption,ˈɪgzɛmpʃən,,
expectancy,ˈɪkspɛktənsi,,
expenditure,"ˈɪkspɛndətʃɜːr, ɪkspɛndɪtʃɜːr",,
expertise,ˈɛkspɜːrtiːz,,
expiration,ˈɛkspɜːreɪʃən,,
expiration,ˈɛkspɜːreɪʃən,,
exporter,ˈɪkspɔrtɜːr,,
exposure,ˈɪkspoʊʒɜːr,,
exposure,ˈɪkspoʊʒɜːr,,
exposure,ˈɪkspoʊʒɜːr,,
extremist,ˈɪkstriːmɪst,,
facet,fˈæsət,,
faction,fˈækʃən,,
fairness,fˈɛrnəs,,
fatigue,fˈətiːg,,
fertility,"fˈɜːrtɪləti, fɜːrtɪlɪti",,
fiduciary,fˈəduːʃiːɛri,,
fin,fˈɪn,,
flotation,flˈoʊteɪʃən,,
fluctuation,flˈəktʃuːeɪʃən,,
fluid,"flˈuːəd, fluːɪd",,
flux,flˈʌks,,
flyer,flˈaɪɜːr,,
forecaster,fˈɔrkæstɜːr,,
formulation,"fˈɔrmjəleɪʃən, fɔrmjuːleɪʃən",,
forum,fˈɔrəm,,
fossil,fˈɑːsəl,,
founder,fˈaʊndɜːr,,
fraction,frˈækʃən,,
fraction,frˈækʃən,,
fracture,"frˈæktʃɜːr, frækʃɜːr",,
framework,frˈeɪmwɜːrːk,,
franc,frˈæŋk,,
franchise,frˈæntʃaɪz,,
franchise,frˈæntʃaɪz,,
freight,frˈeɪt,,
friction,frˈɪkʃən,,
friction,frˈɪkʃən,,
fringe,frˈɪndʒ,,
fringe,frˈɪndʒ,,
fungus,fˈʌŋgəs,,
fusion,fjˈuːʒən,,
gamble,gˈæmbəl,,
gasoline,gˈæsəliːn,,
gauge,gˈeɪdʒ,,
gay,gˈeɪ,,
generator,dʒˈɛnɜːreɪtɜːr,,
genocide,dʒˈɛnəsaɪd,,
globalization,glˈoʊbəlɪzeɪʃən,,
goodness,"gˈʊdnəs, gʊdnɪs",,
governance,gˈʌvɜːrnəns,,
gradient,grˈeɪdiːənt,,
graphic,grˈæfɪk,,
gravity,"grˈævəti, grævɪti",,
gravity,"grˈævəti, grævɪti",,
grid,grˈɪd,,
grid,grˈɪd,,
grocery,"grˈoʊsɜːri, groʊsri",,
grocery,"grˈoʊsɜːri, groʊsri",,
gut,gˈʌt,,
gut,gˈʌt,,
halt,hˈɔlt,,
handful,hˈændfʊl,,
handset,hˈændsɛt,,
haul,hˈɔl,,
hawk,hˈɔk,,
headquarter,"hˈɛdkwɔrtɜːr, hɛdkɔrtɜːr",,
healthcare,hˈɛlθkɛr,,
heir,ˈɛr,,
helix,hˈiːlɪks,,
hepatitis,hˈɛpətaɪtəs,,
herbicide,"hˈɜːrːbɪsaɪd, ɜːrːbɪsaɪd",,
hierarchy,"hˈaɪɜːrɑːrki, haɪrɑːrki",,
histogram,hˈɪstəgræm,,
homeowner,hˈoʊmoʊnɜːr,,
hormone,hˈɔrmoʊn,,
hostility,hˈɑːstɪləti,,
hub,hˈʌb,,
hurdle,hˈɜːrːdəl,,
hybrid,"hˈaɪbrəd, haɪbrɪd",,
hydrogen,hˈaɪdrədʒən,,
hypothesis,hˈaɪpɑːθəsəs,,
illusion,ˈɪluːʒən,,
imbalance,ˈɪmbæləns,,
impairment,ˈɪmpɛrmənt,,
implementation,ˈɪmpləmɛnteɪʃən,,
importer,ˈɪmpɔrtɜːr,,
inability,ˈɪnəbɪlɪti,,
incidence,"ˈɪnsədəns, ɪnsɪdəns",,
incline,"ˈɪnklaɪn, ɪnklaɪn",,
inclusion,ˈɪnkluːʒən,,
inconvenience,ˈɪnkənviːnjəns,,
incorporation,ˈɪnkɔrpɜːreɪʃən,,
incumbent,ˈɪnkʌmbənt,,
indication,ˈɪndəkeɪʃən,,
indicator,ˈɪndəkeɪtɜːr,,
indifference,"ˈɪndɪfɜːrəns, ɪndɪfrəns",,
induction,ˈɪndʌkʃən,,
induction,ˈɪndʌkʃən,,
industrialization,ˈɪndəstriːəlɪzeɪʃən,,
inefficiency,ˈɪnɪfɪʃənsi,,
inequality,"ˈɪnɪkwɑːləti, ɪnəkwɑːləti, ɪniːkwɑːləti",,
inexperience,ˈɪnɪkspɪriːəns,,
infinity,ˈɪnfɪnɪti,,
inflow,ˈɪnfloʊ,,
info,ˈɪnfoʊ,,
infrastructure,ˈɪnfrəstrʌktʃɜːr,,
inhibition,"ˈɪnhəbɪʃən, ɪnəbɪʃən",,
initiation,ˈɪnɪʃiːeɪʃən,,
insider,ˈɪnsaɪdɜːr,,
instability,ˈɪnstəbɪlɪti,,
installation,ˈɪnstəleɪʃən,,
installation,ˈɪnstəleɪʃən,,
installment,ˈɪnstɔlmənt,,
instant,ˈɪnstənt,,
insurer,ˈɪnʃʊrɜːr,,
insurgency,ˈɪnsɜːrːdʒənsi,,
insurgent,ˈɪnsɜːrːdʒənt,,
intangible,ˈɪntændʒəbəl,,
integration,"ˈɪntəgreɪʃən, ɪnəgreɪʃən",,
integrity,ˈɪntɛgrəti,,
integrity,ˈɪntɛgrəti,,
intensity,ˈɪntɛnsɪti,,
intent,ˈɪntɛnt,,
intercept,"ˈɪntɜːrsɛpt, ɪnɜːrsɛpt",,
intercept,"ˈɪntɜːrsɛpt, ɪnɜːrsɛpt",,
interface,"ˈɪntɜːrfeɪs, ɪnɜːrfeɪs",,
interference,"ˈɪntɜːrfɪrəns, ɪnɜːrfɪrəns",,
interim,"ˈɪntɜːrəm, ɪntrəm, ɪnɜːrəm",,
intermediary,"ˈɪnɜːrmiːdiːɛri, ɪntɜːrmiːdiːɛri",,
intern,ˈɪntɜːrn,,
internship,ˈɪntɜːrnʃɪp,,
intervention,ˈɪntɜːrvɛnʃən,,
intrigue,"ˈɪntriːg, ɪntriːg",,
inventory,ˈɪnvəntɔri,,
inversion,ˈɪnvɜːrːʒən,,
invoice,ˈɪnvɔɪs,,
ion,"ˈaɪɑːn, aɪən",,
irrigation,ˈɪrəgeɪʃən,,
issuance,ˈɪʃuːəns,,
issuer,ˈɪʃuːɜːr,,
itinerary,ˈaɪtɪnɜːrɛri,,
jurisdiction,"dʒˈʊrəsdɪkʃən, dʒʊrɪsdɪkʃən",,
justification,dʒˈəstəfəkeɪʃən,,
kidney,kˈɪdni,,
lag,lˈæg,,
layout,lˈeɪaʊt,,
ledger,lˈɛdʒɜːr,,
legacy,lˈɛgəsi,,
legitimacy,"lˈədʒɪtəməsi, lɪdʒɪtəməsi",,
lender,lˈɛndɜːr,,
lessee,lˈɛsiː,,
lessor,lˈɛsɜːr,,
lever,"lˈɛvɜːr, liːvɜːr",,
leverage,"lˈɛvɜːrɪdʒ, lɛvrədʒ, liːvɜːrɪdʒ",,
levy,"lˈɛvi, liːvi",,
liability,lˈaɪəbɪlɪti,,
liability,lˈaɪəbɪlɪti,,
liberalization,lˈɪbɜːrːəlɪzeɪʃən,,
license,lˈaɪsəns,,
likelihood,lˈaɪkliːhʊd,,
linguistics,lˈɪŋgwɪstɪks,,
liquidation,lˈɪkwɪdeɪʃən,,
liquidity,"lˈɪkwɪdəti, lɪkwɪdɪti",,
litigation,lˈɪtəgeɪʃən,,
locus,lˈoʊkəs,,
logistics,lˈədʒɪstɪks,,
loop,lˈuːp,,
loser,lˈuːzɜːr,,
lounge,lˈaʊndʒ,,
lump,lˈʌmp,,
luncheon,lˈʌntʃən,,
lure,lˈʊr,,
lure,lˈʊr,,
machinery,"mˈəʃiːnɜːri, məʃiːnri",,
machinery,"mˈəʃiːnɜːri, məʃiːnri",,
macro,mˈækroʊ,,
macroeconomics,"mˈækroʊɛkənɑːmɪks, mækroʊiːkənɑːmɪks",,
magnitude,mˈægnətuːd,,
magnitude,mˈægnətuːd,,
mainland,"mˈeɪnlænd, meɪnlənd",,
mainstream,mˈeɪnstriːm,,
malfunction,mˈælfʌŋkʃən,,
mandate,mˈændeɪt,,
mandate,mˈændeɪt,,
maneuver,mˈənuːvɜːr,,
maneuver,mˈənuːvɜːr,,
maneuver,mˈənuːvɜːr,,
manipulation,mˈənɪpjəleɪʃən,,
manipulation,mˈənɪpjəleɪʃən,,
manuscript,mˈænjəskrɪpt,,
manuscript,mˈænjəskrɪpt,,
marker,mˈɑːrkɜːr,,
marker,mˈɑːrkɜːr,,
marketer,mˈɑːrkətɜːr,,
marketplace,"mˈɑːrkətpleɪs, mɑːrkɪtpleɪs",,
marketplace,"mˈɑːrkətpleɪs, mɑːrkɪtpleɪs",,
marrow,mˈɛroʊ,,
matrix,mˈeɪtrɪks,,
matrix,mˈeɪtrɪks,,
maturity,"mˈətʃʊrəti, mətjʊrɪti",,
maturity,"mˈətʃʊrəti, mətjʊrɪti",,
maximization,mˈæksɪmɪzeɪʃən,,
meantime,mˈiːntaɪm,,
mechanism,mˈɛkənɪzəm,,
mechanism,mˈɛkənɪzəm,,
median,mˈiːdiːən,,
median,mˈiːdiːən,,
membrane,mˈɛmbreɪn,,
memo,mˈɛmoʊ,,
memorandum,mˈɛmɜːrændəm,,
mercury,mˈɜːrːkjɜːri,,
mercury,mˈɜːrːkjɜːri,,
merit,mˈɛrət,,
metabolism,mˈətæbəlɪzəm,,
methodology,mˈɛθədɑːlədʒi,,
metric,mˈɛtrɪk,,
migrant,mˈaɪgrənt,,
migrant,mˈaɪgrənt,,
milestone,mˈaɪlstoʊn,,
milestone,mˈaɪlstoʊn,,
militant,mˈɪlətənt,,
military,"mˈɪlətɛri, mɪlɪtɛri",,
militia,"mˈəlɪʃə, mɪlɪʃə",,
ministry,"mˈɪnəstri, mɪnɪstri",,
ministry,"mˈɪnəstri, mɪnɪstri",,
mister,mˈɪstɜːr,,
mode,mˈoʊd,,
mode,mˈoʊd,,
module,mˈɑːdʒuːl,,
mole,mˈoʊl,,
mole,mˈoʊl,,
mole,mˈoʊl,,
mole,mˈoʊl,,
momentum,mˈoʊmɛntəm,,
momentum,mˈoʊmɛntəm,,
monopolist,mˈənɑːpələst,,
morale,mˈɜːræl,,
morphology,mˈɔrfɑːlədʒi,,
mortality,mˈɔrtæləti,,
mortality,mˈɔrtæləti,,
mercury,mˈɜːrːkjɜːri,,
mercury,mˈɜːrːkjɜːri,,
merit,mˈɛrət,,
metabolism,mˈətæbəlɪzəm,,
methodology,mˈɛθədɑːlədʒi,,
metric,mˈɛtrɪk,,
migrant,mˈaɪgrənt,,
migrant,mˈaɪgrənt,,
milestone,mˈaɪlstoʊn,,
milestone,mˈaɪlstoʊn,,
militant,mˈɪlətənt,,
military,"mˈɪlətɛri, mɪlɪtɛri",,
militia,"mˈəlɪʃə, mɪlɪʃə",,
ministry,"mˈɪnəstri, mɪnɪstri",,
ministry,"mˈɪnəstri, mɪnɪstri",,
mister,mˈɪstɜːr,,
mode,mˈoʊd,,
mode,mˈoʊd,,
module,mˈɑːdʒuːl,,
mole,mˈoʊl,,
mole,mˈoʊl,,
mole,mˈoʊl,,
mole,mˈoʊl,,
momentum,mˈoʊmɛntəm,,
momentum,mˈoʊmɛntəm,,
monopolist,mˈənɑːpələst,,
morale,mˈɜːræl,,
morphology,mˈɔrfɑːlədʒi,,
mortality,mˈɔrtæləti,,
mortality,mˈɔrtæləti,,
motif,mˈoʊtiːf,,
multiplier,mˈʌltəplaɪɜːr,,
mutation,mjˈuːteɪʃən,,
narrative,"nˈærətɪv, nɛrətɪv",,
narrative,"nˈærətɪv, nɛrətɪv",,
nationalism,nˈæʃənəlɪzəm,,
native,nˈeɪtɪv,,
negligence,"nˈɛglədʒəns, nɛglɪdʒəns",,
negotiator,"nˈəgoʊʃiːeɪtɜːr, nɪgoʊʃiːeɪtɜːr",,
nest,nˈɛst,,
neuron,nˈʊrɑːn,,
newsletter,nˈuːzlɛtɜːr,,
newsstand,nˈuːzstænd,,
niche,"nˈɪʃ, nɪtʃ",,
niche,"nˈɪʃ, nɪtʃ",,
nitrogen,nˈaɪtrədʒən,,
node,nˈoʊd,,
norm,nˈɔrm,,
notation,nˈoʊteɪʃən,,
novice,nˈɑːvəs,,
occupancy,ˈɑːkjəpənsi,,
occurrence,ˈəkɜːrːəns,,
odds,ˈɑːdz,,
odds,ˈɑːdz,,
